budget,revenue,runtime,rating,poster_brightness,poster_saturation,poster_dom_r,poster_dom_g,poster_dom_b,num_production_companies,num_production_countries,budget_per_minute,num_genres,is_action,is_animation,is_comedy,is_drama,is_scifi,num_cast,has_cast,num_directors,release_year,release_month,is_summer,is_holiday,is_weekend_month,movie_age,decade,num_keywords,has_keywords,in_collection,is_english
17.216707972959764,18.733299309009467,113,7.641,68.92,106.18,68.0,44.0,21.0,4,1,0.1523602475483165,1,0,0,0,1,0,5,1,1,2000,9,0,0,0,24,2000,21,1,0,1
17.6867115897055,19.150641902454304,147,7.083,79.57,141.1,73.0,65.0,38.0,5,1,0.12031776591636394,3,0,0,0,1,0,5,1,1,2000,12,0,1,1,24,2000,15,1,0,1
17.989897843244528,18.674547475667367,130,6.394,53.51,117.15,32.0,35.0,45.0,5,1,0.13838382956341944,3,1,0,0,0,0,5,1,1,2000,8,0,0,0,24,2000,5,1,0,1
17.9426449591384,18.66519432883362,116,6.5,94.11,152.29,93.0,48.0,29.0,3,2,0.15467797378567585,3,1,0,0,0,0,5,1,1,2000,4,0,0,0,24,2000,6,1,0,1
18.24632736871235,18.63019541050256,107,5.016,207.29,64.52,202.0,168.0,164.0,3,1,0.1705264240066575,4,0,0,1,0,1,5,1,1,2000,7,1,0,1,24,2000,6,1,1,1
17.909855136853043,18.641421418669516,125,6.812,83.85,118.03,83.0,56.0,48.0,3,1,0.14327884109482433,4,0,0,1,1,0,5,1,1,2000,12,0,1,1,24,2000,16,1,0,1
16.588099342704055,18.60095252639352,93,6.232,127.79,91.58,99.0,99.0,109.0,2,1,0.17836665959896833,2,0,0,1,0,0,5,1,1,2000,5,1,0,0,24,2000,20,1,1,1
16.951004817371683,18.54183847890017,98,6.629,55.67,144.31,47.0,49.0,47.0,3,1,0.17296943691195593,1,0,0,0,0,0,5,1,1,2000,3,0,0,0,24,2000,15,1,1,1
18.31532023940565,18.52489127062626,114,6.003,151.14,154.84,150.0,66.0,47.0,3,1,0.16066070385443554,3,0,0,0,0,1,5,1,1,2000,3,0,0,0,24,2000,23,1,0,1
17.622173069956816,18.550831437197044,100,6.268,127.9,136.42,124.0,76.0,61.0,2,1,0.17622173069956815,4,0,0,1,1,0,5,1,1,2000,7,1,0,1,24,2000,1,1,0,1
17.989897843244528,18.518873864087816,104,6.741,173.55,162.84,173.0,125.0,62.0,3,1,0.1729797869542743,3,0,0,1,0,0,5,1,1,2000,7,1,0,1,24,2000,4,1,0,1
15.424948670398354,18.509426369596422,111,7.594,215.28,62.69,175.0,206.0,197.0,7,3,0.1389635015351203,3,0,0,1,1,0,5,1,1,2000,9,0,0,0,24,2000,44,1,0,1
17.536373082144337,18.48244967080199,98,6.463,132.97,68.84,128.0,122.0,113.0,2,1,0.1789425824708606,2,0,0,1,0,0,5,1,1,2000,2,0,0,0,24,2000,8,1,1,1
17.216707972959764,18.453062083357363,79,6.67,210.38,145.61,114.0,174.0,180.0,1,1,0.2179330123159464,4,0,1,1,0,0,5,1,2,2000,11,0,1,0,24,2000,6,1,1,1
17.822843761378564,18.413398976115555,110,6.414,129.63,114.52,103.0,109.0,106.0,4,2,0.16202585237616876,4,1,0,1,0,0,5,1,1,2000,5,1,0,0,24,2000,12,1,1,1
17.6441519761925,18.494173982910635,99,6.008,65.13,104.1,51.0,52.0,47.0,5,2,0.1782237573352778,4,1,0,0,0,0,5,1,1,2000,6,1,0,0,24,2000,14,1,1,1
17.312018149733785,18.46139883547489,107,6.267,90.53,126.45,90.0,40.0,35.0,5,2,0.1617945621470447,3,0,0,0,0,1,5,1,1,2000,8,0,0,0,24,2000,16,1,1,1
18.22222981742365,18.38074874909822,123,5.99,85.51,97.95,68.0,65.0,66.0,3,2,0.14814820989775324,5,1,0,0,1,1,5,1,1,2000,11,0,1,0,24,2000,12,1,0,1
17.034386422832473,18.326773949941376,115,6.264,73.97,92.55,73.0,62.0,61.0,2,1,0.14812509932897802,3,1,0,0,0,0,5,1,1,2000,3,0,0,0,24,2000,5,1,0,1
17.989897843244528,18.32336190714661,103,6.115,98.04,170.53,97.0,68.0,37.0,2,1,0.17465920236159735,2,0,0,0,1,0,5,1,1,2000,8,0,0,0,24,2000,17,1,0,1
17.147715103853763,18.32030699589704,99,6.266,192.69,102.19,191.0,142.0,125.0,2,1,0.17320924347327032,1,0,0,1,0,0,5,1,1,2000,8,0,0,0,24,2000,24,1,1,1
18.420680753952364,18.241050039565614,103,7.817,187.1,38.98,174.0,176.0,180.0,1,1,0.17884156071798413,2,0,0,1,0,0,5,1,1,2000,9,0,0,0,24,2000,14,1,0,1
17.281246492014,18.225881677797968,129,7.483,77.94,127.22,49.0,56.0,64.0,1,1,0.13396315110088372,1,0,0,0,1,0,5,1,1,2000,9,0,0,0,24,2000,2,1,0,1
17.57671069691365,18.198786424522982,136,7.12,185.76,124.01,185.0,130.0,97.0,4,1,0.12924051983024742,2,0,0,0,1,0,5,1,1,2000,12,0,1,1,24,2000,22,1,0,1
17.6867115897055,18.31956906695994,93,6.078,100.96,160.09,99.0,50.0,38.0,4,2,0.19017969451296235,3,0,0,1,0,0,5,1,1,2000,10,0,0,0,24,2000,11,1,0,1
16.380459992348886,18.108442610919894,83,5.533,155.77,94.32,133.0,136.0,116.0,3,1,0.19735493966685405,4,0,0,1,0,1,5,1,1,2000,12,0,1,1,24,2000,15,1,0,1
18.36938746009113,18.151493267225757,89,7.255,122.24,149.71,115.0,100.0,54.0,2,1,0.2063976119111363,5,0,1,1,0,0,5,1,2,2000,3,0,0,0,24,2000,11,1,0,1
17.073607134447293,18.09046814883253,107,7.3,150.43,126.69,148.0,126.0,81.0,5,3,0.15956642181726444,3,0,0,1,0,0,5,1,1,2000,8,0,0,0,24,2000,18,1,0,1
17.909855136853043,18.078190449090098,128,6.249,113.92,126.3,113.0,79.0,39.0,3,2,0.1399207432566644,2,0,0,0,1,0,5,1,1,2000,4,0,0,0,24,2000,7,1,0,1
16.588099342704055,18.04164521220993,93,6.524,172.75,115.33,120.0,139.0,145.0,11,1,0.17836665959896833,5,1,1,0,0,0,5,1,1,2000,7,1,0,1,24,2000,11,1,1,0
17.249497794707484,18.03657948497557,118,7.261,44.8,92.4,23.0,36.0,43.0,1,1,0.14618218470091088,4,0,0,0,0,1,5,1,1,2000,4,0,0,0,24,2000,25,1,0,1
16.166885910365842,17.981149596503233,82,6.271,110.82,155.56,80.0,73.0,78.0,4,1,0.19715714524836392,4,1,0,1,0,0,5,1,1,2000,3,0,0,0,24,2000,5,1,1,0
17.989897843244528,17.954844515018674,135,6.132,97.5,20.11,92.0,95.0,97.0,3,1,0.13325850254255206,3,1,0,0,1,0,5,1,1,2000,12,0,1,1,24,2000,3,1,0,1
17.57671069691365,17.945848612228215,103,6.2,75.94,102.96,75.0,56.0,43.0,2,1,0.17064767666906458,2,0,0,1,1,0,5,1,1,2000,4,0,0,0,24,2000,8,1,0,1
16.380459992348886,17.950112667436237,89,5.1,197.74,62.06,168.0,166.0,186.0,3,2,0.18405011227358298,3,0,0,1,0,0,5,1,1,2000,2,0,0,0,24,2000,12,1,0,1
17.216707972959764,17.908941102599538,127,6.1,135.34,104.82,132.0,113.0,88.0,3,1,0.1355646297083446,2,0,0,1,0,0,5,1,1,2000,4,0,0,0,24,2000,5,1,0,1
17.50439003707821,17.835623766062437,122,7.359,180.71,124.5,180.0,135.0,94.0,3,1,0.1434786068612968,1,0,0,0,1,0,5,1,1,2000,10,0,0,0,24,2000,10,1,0,1
18.258161826219297,17.880980498506588,90,5.85,190.88,83.15,169.0,157.0,150.0,3,1,0.20286846473576997,2,0,0,1,0,0,5,1,1,2000,11,0,1,0,24,2000,9,1,0,1
16.213405921671733,17.906973121214072,98,6.463,176.13,131.26,130.0,119.0,129.0,2,1,0.1654429175680789,1,0,0,1,0,0,5,1,1,2000,1,0,0,0,24,2000,13,1,1,1
18.197537205138158,17.920719571058296,74,6.971,123.87,174.74,104.0,66.0,76.0,2,1,0.24591266493429942,3,0,1,0,0,0,5,1,8,2000,1,0,0,0,24,2000,8,1,1,1
16.951004817371683,17.78933697251896,108,6.857,63.45,118.91,44.0,52.0,60.0,1,1,0.15695374830899705,3,1,0,0,0,1,5,1,1,2000,2,0,0,0,24,2000,10,1,1,1
17.01418371633128,17.78580249038432,39,7.1,231.23,51.4,218.0,209.0,201.0,2,1,0.4362611209315713,2,0,0,0,0,0,5,1,1,2000,10,0,0,0,24,2000,3,1,1,0
16.52356082573315,17.743448663645626,106,5.8,46.76,122.01,46.0,31.0,18.0,3,1,0.15588264929936932,3,0,0,0,1,0,5,1,1,2000,3,0,0,0,24,2000,11,1,1,1
17.909855136853043,17.764444784798417,94,5.3,167.32,84.26,167.0,143.0,133.0,3,1,0.19053037379630897,2,0,0,1,1,0,5,1,1,2000,2,0,0,0,24,2000,25,1,0,1
17.72753358339242,17.7286232095124,118,6.686,165.0,62.81,164.0,133.0,132.0,3,1,0.15023333545247816,1,0,0,1,0,0,5,1,1,2000,8,0,0,0,24,2000,6,1,0,1
18.234351177809064,17.90095355185615,91,4.8,146.32,127.39,120.0,100.0,101.0,3,1,0.20037748547042927,3,0,0,1,0,0,5,1,1,2000,4,0,0,0,24,2000,7,1,1,1
17.909855136853043,17.673843462114572,124,7.499,197.22,149.69,191.0,116.0,92.0,3,1,0.1444343156197826,2,0,0,0,1,0,5,1,1,2000,9,0,0,0,24,2000,31,1,0,1
17.216707972959764,17.667783580218067,113,7.128,156.92,63.86,155.0,135.0,115.0,4,2,0.1523602475483165,4,0,0,1,1,0,5,1,1,2000,3,0,0,0,24,2000,26,1,0,1
16.52356082573315,17.681219326583612,90,4.314,68.74,200.48,68.0,33.0,17.0,2,1,0.18359512028592387,2,0,0,0,0,0,5,1,1,2000,10,0,0,0,24,2000,7,1,1,1
17.147715103853763,17.666798487976212,99,5.233,74.38,139.92,74.0,24.0,20.0,3,1,0.17320924347327032,4,1,0,0,0,0,5,1,1,2000,12,0,1,1,24,2000,15,1,1,1
17.216707972959764,17.634420715684733,77,6.577,227.64,61.95,226.0,207.0,178.0,3,1,0.2235936100384385,3,0,1,1,0,0,5,1,1,2000,2,0,0,0,24,2000,2,1,0,1
16.341239282272525,17.505917694576855,140,7.861,188.78,44.22,182.0,175.0,168.0,15,8,0.11672313773051804,2,0,0,0,1,0,5,1,1,2000,9,0,0,0,24,2000,20,1,0,1
17.50439003707821,17.515404405329008,107,5.3,79.04,143.13,78.0,46.0,28.0,3,3,0.16359243025306738,4,0,0,0,1,0,5,1,1,2000,8,0,0,0,24,2000,5,1,0,1
18.197537205138158,17.49078356276184,126,6.592,83.23,125.19,48.0,64.0,70.0,5,3,0.14442489845347745,3,0,0,0,1,0,5,1,1,2000,11,0,1,0,24,2000,13,1,0,1
16.454567959008102,17.468098442791344,98,4.915,71.08,139.95,70.0,44.0,18.0,4,1,0.16790375468375615,2,0,0,0,0,0,5,1,1,2000,9,0,0,0,24,2000,11,1,1,1
16.012735246411598,17.505570240334762,113,8.176,135.29,56.45,133.0,116.0,111.0,4,1,0.14170562164966016,2,0,0,0,0,0,5,1,1,2000,10,0,0,0,24,2000,36,1,0,1
16.380459992348886,17.4596830589945,115,6.409,180.96,89.18,174.0,148.0,118.0,4,1,0.14243878254216422,2,0,0,1,0,0,4,1,1,2000,8,0,0,0,24,2000,4,1,0,1
17.370858648025116,17.42044566330906,107,5.8,180.38,108.42,180.0,130.0,100.0,1,1,0.1623444733460291,2,0,0,0,1,0,5,1,1,2000,11,0,1,0,24,2000,11,1,0,1
18.13299868483392,17.419774898119332,95,6.606,111.78,110.31,105.0,76.0,70.0,4,1,0.19087367036667285,5,1,1,0,0,1,5,1,2,2000,6,1,0,0,24,2000,6,1,0,1
16.993564429978885,17.415558825694,116,6.6,197.36,67.49,182.0,169.0,169.0,2,1,0.14649624508602488,2,0,0,1,0,0,5,1,1,2000,4,0,0,0,24,2000,4,1,0,1
15.607270193858982,17.386387758645366,95,6.7,222.41,12.42,222.0,219.0,212.0,4,1,0.1642870546721998,3,0,0,1,1,0,5,1,1,2000,1,0,0,0,24,2000,3,1,0,1
18.1462439114085,17.373711716926124,92,4.267,193.52,173.62,84.0,128.0,169.0,6,2,0.19724178164574457,5,0,1,1,0,0,5,1,1,2000,6,1,0,0,24,2000,13,1,0,1
15.76142084987672,17.349773569633715,102,7.408,55.77,66.34,52.0,40.0,42.0,4,2,0.1545237338223208,3,0,0,0,1,0,5,1,1,2000,1,0,0,0,24,2000,22,1,1,1
16.52356082573315,17.335971390039045,120,7.105,230.88,59.55,229.0,205.0,183.0,2,1,0.1376963402144429,3,0,0,1,1,0,5,1,1,2000,4,0,0,0,24,2000,12,1,0,1
18.197537205138158,17.325979895617994,106,5.714,125.07,153.18,124.0,74.0,53.0,5,2,0.17167487929375622,3,1,0,0,0,1,5,1,1,2000,11,0,1,0,24,2000,7,1,0,1
17.370858648025116,17.32486221908934,111,6.8,123.95,165.71,123.0,66.0,46.0,9,4,0.15649422205428032,2,0,0,1,1,0,5,1,1,2000,2,0,0,0,24,2000,25,1,0,1
17.553180200057167,17.286512912380974,104,5.706,89.26,184.66,88.0,52.0,31.0,2,1,0.16878057884670353,3,1,0,0,0,0,5,1,1,2000,2,0,0,0,24,2000,11,1,0,1
18.197537205138158,17.358402708540517,145,7.005,95.76,90.17,73.0,72.0,84.0,2,1,0.12550025658715971,2,0,0,0,0,0,5,1,1,2000,12,0,1,1,24,2000,10,1,0,1
17.72753358339242,17.26091335591448,97,5.0,39.56,170.31,38.0,19.0,16.0,4,1,0.1827580781793033,3,0,0,0,1,0,5,1,1,2000,10,0,0,0,24,2000,5,1,0,1
17.370858648025116,17.259128687459263,93,6.965,168.43,133.35,126.0,125.0,126.0,3,1,0.18678342632285072,5,0,1,0,0,1,5,1,1,2000,3,0,0,0,24,2000,3,1,1,0
17.50439003707821,17.223322879257925,117,5.695,173.37,113.51,173.0,129.0,110.0,3,1,0.1496101712570787,3,1,0,0,0,0,5,1,1,2000,8,0,0,0,24,2000,27,1,1,1
17.034386422832473,17.21452148440769,94,6.4,95.58,32.54,95.0,90.0,88.0,2,1,0.18121687683864332,2,0,0,1,0,0,5,1,1,2000,5,1,0,0,24,2000,9,1,0,1
17.599700214609808,17.207521338390873,119,3.323,70.78,162.29,18.0,51.0,70.0,2,1,0.14789664045890594,3,1,0,0,0,1,5,1,1,2000,5,1,0,0,24,2000,14,1,0,1
15.319588176962746,17.236510599602347,113,7.268,64.46,71.37,63.0,36.0,35.0,7,1,0.13557157678728093,3,1,0,0,1,0,5,1,1,2000,12,0,1,1,24,2000,25,1,1,0
16.993564429978885,17.195313706397236,108,6.1,218.19,39.41,216.0,200.0,194.0,7,2,0.1573478187961008,3,0,0,1,0,0,5,1,1,2000,8,0,0,0,24,2000,10,1,0,1
17.370858648025116,17.14649525303888,95,6.884,164.56,157.3,89.0,121.0,145.0,4,3,0.18285114366342228,4,0,0,1,0,0,5,1,1,2000,10,0,0,0,24,2000,4,1,0,1
16.811242881518265,17.137957582619023,125,7.331,176.1,104.48,176.0,147.0,101.0,2,1,0.13448994305214612,3,0,0,1,1,0,5,1,1,2000,4,0,0,0,24,2000,12,1,0,1
17.182806422433504,17.088874605995333,115,6.884,153.38,22.63,153.0,143.0,141.0,2,1,0.14941570802116091,2,0,0,0,1,0,5,1,1,2000,5,1,0,0,24,2000,10,1,1,1
16.118095750958314,17.08623787539843,93,6.5,191.5,100.25,157.0,154.0,161.0,6,2,0.17331285753718617,2,0,0,1,0,0,5,1,1,2000,1,0,0,0,24,2000,9,1,0,1
17.034386422832473,17.008566828481705,108,5.3,143.03,68.06,142.0,122.0,109.0,2,1,0.15772580021141178,3,0,0,1,1,0,5,1,1,2000,3,0,0,0,24,2000,10,1,0,1
15.76142084987672,17.175200154449954,118,6.718,60.12,105.91,44.0,46.0,51.0,1,1,0.13357136313454848,3,0,0,0,1,0,5,1,1,2000,2,0,0,0,24,2000,9,1,0,1
16.52356082573315,16.960154698411323,100,7.406,103.93,127.29,85.0,76.0,77.0,2,1,0.1652356082573315,5,0,1,0,1,0,5,1,1,2000,4,0,0,0,24,2000,7,1,1,0
16.951004817371683,16.94421184103505,122,4.9,209.45,48.61,203.0,190.0,181.0,2,1,0.1389426624374728,3,0,0,1,1,0,5,1,1,2000,9,0,0,0,24,2000,7,1,0,1
16.811242881518265,16.925864921088664,126,6.7,27.59,4.36,27.0,27.0,27.0,5,3,0.13342256255173227,2,0,0,0,1,0,5,1,1,2000,10,0,0,0,24,2000,7,1,0,1
17.41282284594998,16.942271137784317,41,8.0,143.7,105.72,137.0,119.0,93.0,1,1,0.42470299624268243,4,1,1,0,0,1,5,1,1,2000,3,0,0,0,24,2000,4,1,1,0
14.508658238524095,16.872739214417035,46,7.389,143.11,103.25,142.0,92.0,97.0,2,1,0.3154056138809586,1,0,0,0,0,0,5,1,2,2000,5,1,0,0,24,2000,1,1,0,1
14.508658238524095,16.855664802340982,154,7.633,181.68,15.32,181.0,177.0,171.0,2,1,0.09421206648392269,2,0,0,0,1,0,5,1,1,2000,6,1,0,0,24,2000,12,1,0,0
16.588099342704055,16.842129538112207,94,5.942,148.87,137.64,148.0,73.0,81.0,2,1,0.17646914194366017,3,0,0,1,1,0,5,1,1,2000,6,1,0,0,24,2000,11,1,0,1
15.201805169084134,16.811242881518265,216,7.0,211.15,61.12,209.0,188.0,167.0,1,1,0.07037872763464877,2,0,0,0,1,0,5,1,1,2000,10,0,0,0,24,2000,9,1,0,0
17.968124044033623,16.781453193636224,102,5.19,177.57,6.54,176.0,177.0,177.0,2,1,0.17615807886307472,4,1,0,0,1,0,5,1,1,2000,10,0,0,0,24,2000,4,1,0,1
15.955576839107596,16.766527957063808,119,6.319,171.72,153.32,169.0,154.0,54.0,2,1,0.13408047763955963,4,1,0,0,1,0,5,1,1,2000,9,0,0,0,24,2000,17,1,0,1
17.858561843342684,16.713271393706062,117,5.7,106.19,140.68,106.0,66.0,35.0,2,1,0.15263728071233063,3,0,0,0,1,0,5,1,1,2000,12,0,1,1,24,2000,5,1,0,1
16.41820031748273,16.705283692276645,124,7.129,92.58,62.6,90.0,81.0,72.0,4,3,0.132404841270022,1,0,0,0,1,0,5,1,1,2000,11,0,1,0,24,2000,11,1,0,1
16.52356082573315,16.682824402531992,109,4.888,101.42,130.12,94.0,64.0,60.0,3,3,0.15159230115351513,2,0,0,0,0,0,5,1,1,2000,1,0,0,0,24,2000,4,1,0,1
13.815511557963774,16.60979209301274,118,6.393,99.77,94.94,81.0,80.0,81.0,2,1,0.11708060642342182,3,0,0,1,1,0,5,1,1,2000,12,0,1,1,24,2000,18,1,0,0
14.914123179965662,16.579813106997108,99,8.093,114.93,173.9,114.0,46.0,33.0,3,2,0.15064770888854204,2,0,0,0,1,0,5,1,1,2000,9,0,0,0,24,2000,21,1,1,0
16.759949589762293,16.798563284741157,86,5.4,198.94,76.89,182.0,159.0,167.0,4,2,0.19488313476467783,3,0,0,0,0,0,5,1,1,2000,7,1,0,1,24,2000,16,1,0,1
15.607270193858982,16.5516422894493,96,5.438,175.51,112.48,121.0,145.0,146.0,3,1,0.16257573118603105,3,0,0,1,0,0,5,1,1,2000,3,0,0,0,24,2000,8,1,0,1
17.370858648025116,16.5563506464056,119,5.713,66.32,133.1,24.0,47.0,66.0,1,1,0.14597360208424467,3,1,0,0,0,0,5,1,1,2000,9,0,0,0,24,2000,1,1,0,1
16.300417291085605,16.540090126591462,113,7.099,189.63,28.87,189.0,183.0,168.0,4,3,0.144251480452085,3,0,0,0,1,0,5,1,1,2000,12,0,1,1,24,2000,12,1,0,0
15.520258832020865,16.624913313567735,89,6.516,124.67,108.19,100.0,94.0,106.0,3,2,0.17438493069686364,4,0,1,0,0,1,5,1,2,2000,10,0,0,0,24,2000,15,1,1,1
15.747032114495012,16.52356082573315,157,6.0,138.54,124.05,138.0,92.0,69.0,1,1,0.10029956760824849,2,0,0,0,1,0,5,1,1,2000,6,1,0,0,24,2000,1,1,0,0
17.034386422832473,16.578276759307847,87,4.8,83.89,88.48,81.0,54.0,47.0,3,2,0.19579754509002842,3,1,0,0,0,0,5,1,1,2000,9,0,0,0,24,2000,15,1,1,1
17.370858648025116,16.535834593114714,107,4.355,82.7,117.49,81.0,59.0,43.0,6,2,0.1623444733460291,3,0,0,0,1,0,5,1,1,2000,12,0,1,1,24,2000,15,1,1,1
18.31532023940565,16.5120333733157,91,4.9,98.5,175.12,63.0,50.0,77.0,3,1,0.20126725537808407,3,0,0,0,0,1,5,1,2,2000,1,0,0,0,24,2000,4,1,0,1
16.118095750958314,16.489195996677008,108,7.429,175.94,110.41,174.0,143.0,102.0,3,2,0.1492416273236881,1,0,0,0,1,0,5,1,1,2000,3,0,0,0,24,2000,17,1,0,0
17.341871111992198,16.482761542064598,114,5.387,70.73,124.79,69.0,50.0,26.0,1,1,0.1521216764209842,3,0,0,0,1,0,5,1,1,2000,5,1,0,0,24,2000,1,1,0,1
17.909855136853043,16.46168542627038,105,5.421,168.91,88.41,143.0,134.0,146.0,2,1,0.17057004892240993,4,0,0,1,1,1,5,1,1,2000,3,0,0,0,24,2000,6,1,0,1
16.993564429978885,16.432906463791053,84,5.345,197.1,79.71,177.0,166.0,165.0,2,1,0.20230433845212958,1,0,0,1,0,0,5,1,1,2000,10,0,0,0,24,2000,3,1,0,1
14.077875591662238,16.33432648439812,114,7.754,112.58,19.07,108.0,112.0,101.0,7,1,0.123490136768967,3,0,0,0,1,0,5,1,1,2000,8,0,0,0,24,2000,23,1,0,0
16.993564429978885,16.330979632409907,107,5.2,157.89,105.82,150.0,120.0,99.0,2,1,0.15881835915868117,2,1,0,1,0,0,5,1,1,2000,4,0,0,0,24,2000,2,1,0,1
16.118095750958314,16.301137198496722,112,6.47,104.54,163.38,104.0,50.0,30.0,3,1,0.14391156920498496,4,0,0,0,1,0,5,1,1,2000,12,0,1,1,24,2000,15,1,0,1
